,random_seed,random_pass,random_staff,random_normal_staff,no-support_evacuation_time,no-support_victims,no-support_staff_requests,staff-support_evacuation_time,staff-support_victims,staff-support_staff_requests,passenger-support_evacuation_time,passenger-support_victims,passenger-support_staff_requests,adaptive-support_evacuation_time,adaptive-support_victims,adaptive-support_staff_requests
0,-954206427,800,1,8,270.0,14,0,205.0,12,15,248.0,16,0,253.0,13,6
1,305571435,800,1,8,366.0,26,0,250.0,18,5,374.0,18,0,253.0,19,5
2,1660518257,800,1,8,339.0,29,0,256.0,21,4,309.0,21,0,413.0,18,4
3,1249557426,800,1,8,287.0,28,0,255.0,26,7,370.0,25,0,382.0,30,2
4,1945840310,800,1,8,512.0,14,0,257.0,22,9,261.0,22,0,273.0,23,2
5,-1921186095,800,1,8,312.0,37,0,261.0,16,8,437.0,18,0,263.0,22,5
6,1773197161,800,1,8,369.0,17,0,323.0,20,5,315.0,22,0,253.0,21,5
7,-940218326,800,1,8,269.0,16,0,324.0,26,11,225.0,23,0,273.0,29,8
8,-1580355514,800,1,8,311.0,27,0,255.0,23,9,287.0,24,0,259.0,23,4
9,-2087909536,800,1,8,490.0,18,0,257.0,18,9,313.0,19,0,255.0,16,7
10,696620124,800,1,8,321.0,27,0,309.0,13,4,243.0,17,0,323.0,16,7
11,1319997233,800,1,8,376.0,18,0,264.0,15,10,255.0,15,0,260.0,15,3
12,1990947319,800,1,8,312.0,20,0,250.0,17,15,322.0,19,0,255.0,19,3
13,-1227335708,800,1,8,451.0,21,0,255.0,31,6,312.0,24,0,315.0,33,3
14,-2099061242,800,1,8,296.0,25,0,253.0,20,12,312.0,22,0,259.0,27,6
15,-1713070225,800,1,8,312.0,29,0,263.0,28,7,302.0,30,0,299.0,29,6
16,1629541355,800,1,8,296.0,22,0,320.0,19,11,260.0,19,0,297.0,17,8
17,2082732090,800,1,8,267.0,20,0,261.0,13,5,328.0,13,0,245.0,14,5
18,289550985,800,1,8,279.0,19,0,258.0,18,9,320.0,23,0,261.0,20,4
19,-1588701791,800,1,8,291.0,26,0,253.0,14,15,309.0,18,0,326.0,15,12
20,-1858969882,800,1,8,506.0,18,0,265.0,16,10,377.0,14,0,316.0,19,4
21,-98755333,800,1,8,504.0,21,0,293.0,26,4,504.0,34,0,282.0,25,2
22,-938437951,800,1,8,373.0,25,0,291.0,22,4,296.0,24,0,249.0,24,2
23,1363101402,800,1,8,316.0,41,0,380.0,33,4,286.0,30,0,317.0,34,6
24,35439401,800,1,8,284.0,19,0,401.0,19,7,453.0,20,0,262.0,16,4
25,116026478,800,1,8,286.0,38,0,275.0,23,7,318.0,25,0,254.0,24,2
26,-618236694,800,1,8,370.0,19,0,378.0,17,6,498.0,19,0,224.0,20,2
27,649036701,800,1,8,493.0,20,0,263.0,23,7,262.0,25,0,289.0,25,7
28,132142985,800,1,8,298.0,16,0,259.0,33,6,285.0,32,0,314.0,33,3
29,917624991,800,1,8,510.0,16,0,250.0,25,8,257.0,19,0,252.0,24,2
30,-1461230575,800,1,8,310.0,25,0,412.0,25,9,286.0,27,0,482.0,29,5
31,1124221696,800,1,8,374.0,21,0,310.0,20,4,259.0,14,0,298.0,16,6
32,-963050178,800,1,8,402.0,33,0,245.0,25,11,223.0,21,0,248.0,24,8
33,-20959435,800,1,8,264.0,18,0,312.0,19,3,282.0,21,0,306.0,19,5
34,-1600005624,800,1,8,269.0,21,0,258.0,19,11,296.0,21,0,257.0,19,5
35,321647394,800,1,8,376.0,33,0,230.0,31,5,266.0,30,0,323.0,30,5
36,686990374,800,1,8,372.0,30,0,327.0,25,12,318.0,29,0,440.0,26,7
37,885276294,800,1,8,406.0,23,0,266.0,20,6,241.0,23,0,320.0,15,7
38,-1904722554,800,1,8,323.0,20,0,252.0,24,8,317.0,21,0,255.0,23,7
39,1948846489,800,1,8,296.0,13,0,370.0,25,8,410.0,28,0,382.0,31,3
40,-427112047,800,1,8,742.0,20,0,255.0,19,8,255.0,22,0,229.0,16,2
41,-280745389,800,1,8,306.0,18,0,220.0,17,4,449.0,18,0,268.0,16,7
42,-152854535,800,1,8,372.0,27,0,259.0,21,12,257.0,20,0,260.0,21,2
43,-678800904,800,1,8,268.0,11,0,280.0,45,6,256.0,41,0,322.0,38,6
44,-1123521079,800,1,8,498.0,26,0,235.0,15,9,334.0,17,0,254.0,17,2
45,1890083207,800,1,8,282.0,22,0,254.0,20,6,418.0,19,0,279.0,16,6
46,856367409,800,1,8,313.0,28,0,255.0,35,7,267.0,34,0,267.0,38,2
47,-495347094,800,1,8,515.0,24,0,296.0,23,6,252.0,22,0,260.0,22,5
48,-1602245418,800,1,8,292.0,27,0,254.0,16,11,304.0,21,0,318.0,22,7
49,1268764023,800,1,8,273.0,19,0,249.0,19,5,232.0,18,0,277.0,18,5
